Year,Region,CRM Adoption Rate (%),AI Market CAGR (%),TAM (USD Million),SAM (USD Million),SOM (USD Million),SaaS Revenue (USD Million),Custom Modules Revenue (USD Million),Data Insights Revenue (USD Million),Total Revenue (USD Million),Development Cost (USD Million),Maintenance Cost (USD Million),Marketing Cost (USD Million),Total Cost (USD Million),Profit Margin (%),Lead Conversion Rate (%),Customer Satisfaction Rate (%),Average Revenue Per Customer (USD),Customer Churn Rate (%)
2026,Asia-Pacific,27.0,20.79,9057,1435,1784,2.79,1.58,1.38,5.75,0.67,0.37,0.11,1.15,80.0,11.83,76.92,1640.3,2.12
2026,Europe,35.7,28.65,10503,4916,1168,1.74,0.47,0.46,2.67,1.85,0.45,0.7,3.0,-12.36,21.55,70.47,1091.67,6.09
2026,South America,15.35,24.33,15949,2474,1525,3.1,2.96,0.53,6.59,1.85,0.47,0.55,2.87,56.45,17.16,85.6,154.02,2.87
2028,North America,14.61,34.65,8619,3696,937,1.7,2.88,0.35,4.93,0.93,0.6,0.52,2.05,58.42,20.28,93.28,609.21,6.39
2025,Asia-Pacific,24.99,34.49,12602,1105,704,1.68,0.22,0.47,2.37,0.58,0.26,0.56,1.4,40.93,26.04,79.59,1951.04,7.29
2028,South America,20.55,17.6,9654,2136,1034,2.53,2.92,1.4,6.85,0.66,0.99,0.59,2.24,67.3,5.65,85.62,1482.75,8.6
2026,South America,26.12,34.5,18672,2320,1574,2.0,1.57,1.92,5.49,2.82,0.45,0.28,3.55,35.34,7.75,78.82,2661.24,4.69
2025,Middle East,42.54,19.23,18391,4588,1606,4.4,1.62,0.24,6.26,2.56,0.76,0.67,3.99,36.26,8.79,72.58,3413.86,7.4
2026,Middle East,25.17,24.75,6385,3851,1119,3.3,2.65,0.3,6.25,2.75,0.49,0.15,3.39,45.76,8.72,91.42,1916.24,4.4
2026,South America,46.72,16.33,18774,4068,1145,3.45,0.32,0.25,4.02,2.75,0.39,0.76,3.9,2.99,25.35,91.59,3149.23,7.38
2028,Asia-Pacific,31.69,32.52,5752,4893,1202,3.29,0.34,1.8,5.43,1.37,0.83,0.75,2.95,45.67,20.41,92.46,2058.69,2.93
2028,Europe,12.65,25.9,16806,4490,1272,4.35,0.32,1.18,5.85,1.65,0.49,0.24,2.38,59.32,9.86,79.42,2243.3,2.49
2026,South America,19.24,24.36,8824,4746,1969,3.68,0.51,1.65,5.84,0.82,0.84,0.72,2.38,59.25,24.72,71.03,3621.98,7.72
2025,North America,21.49,22.65,5095,1794,1636,3.64,1.25,1.85,6.74,1.15,0.34,0.41,1.9,71.81,15.82,89.13,862.0,2.29
2024,North America,15.33,25.1,8886,3719,830,2.09,0.5,1.37,3.96,2.47,0.41,0.36,3.24,18.18,24.77,87.69,1306.07,5.59
2027,North America,39.85,25.89,9789,4757,1657,2.42,2.65,1.76,6.83,2.94,0.41,0.78,4.13,39.53,12.95,89.58,3075.25,7.91
2025,Asia-Pacific,37.88,20.83,7722,1585,1924,3.81,0.59,1.43,5.83,1.54,0.99,0.68,3.21,44.94,23.86,80.34,1687.89,9.2
2027,North America,17.4,19.46,11362,1625,733,2.74,2.38,0.51,5.63,2.22,0.69,0.68,3.59,36.23,24.1,81.21,900.43,6.48
2024,North America,35.47,24.1,16101,2632,1041,4.06,0.45,1.79,6.3,0.54,0.3,0.24,1.08,82.86,24.09,83.54,2330.67,3.66
2024,Asia-Pacific,39.39,34.29,5121,2874,1421,4.14,2.09,1.6,7.83,1.73,0.86,0.43,3.02,61.43,11.9,93.13,1857.05,4.64
2026,Europe,37.5,28.0,15618,2087,1149,4.13,2.7,0.2,7.03,1.12,0.24,0.71,2.07,70.55,25.31,74.08,2344.76,6.41
2024,Middle East,26.63,17.46,11657,4057,1240,1.48,0.7,1.87,4.05,0.63,0.37,0.67,1.67,58.77,12.76,87.46,2279.87,2.69
2026,North America,35.84,24.24,11902,3801,602,3.06,2.59,1.57,7.22,2.37,0.3,0.77,3.44,52.35,8.65,87.55,4505.05,9.27
2025,Asia-Pacific,35.42,23.16,13346,4416,1744,0.81,2.26,0.76,3.83,1.28,0.82,0.35,2.45,36.03,8.99,89.96,1993.33,6.28
2026,South America,16.41,30.08,18471,1260,1144,2.29,0.83,0.83,3.95,2.1,0.57,0.24,2.91,26.33,16.67,89.84,2249.79,8.7
2027,South America,49.45,30.78,18069,1613,1211,3.5,0.52,1.84,5.86,0.89,0.25,0.32,1.46,75.09,26.63,89.78,472.66,4.96
2025,Middle East,34.78,16.06,12970,2762,1699,2.6,2.51,1.82,6.93,2.07,0.85,0.27,3.19,53.97,16.67,80.42,3272.75,8.97
2027,Europe,11.46,24.38,19262,1621,1569,2.57,0.49,0.74,3.8,2.01,0.39,0.3,2.7,28.95,28.99,92.29,2783.73,6.09
2025,Asia-Pacific,15.92,16.35,16133,3168,994,2.1,1.75,1.11,4.96,2.41,0.66,0.62,3.69,25.6,22.88,86.53,699.82,7.46
2026,South America,24.8,34.14,9771,2909,1464,3.07,2.65,0.82,6.54,2.03,0.51,0.78,3.32,49.24,14.83,86.41,409.52,9.41
2026,Asia-Pacific,31.64,22.24,11839,1138,1557,3.98,0.23,0.38,4.59,2.64,0.29,0.23,3.16,31.15,6.09,72.23,121.07,3.13
2024,Europe,45.1,28.51,15333,2529,520,0.61,1.19,0.14,1.94,1.33,0.35,0.14,1.82,6.19,29.18,81.65,2656.63,9.05
2025,Asia-Pacific,45.01,27.12,10180,1855,861,2.49,1.48,1.63,5.6,1.31,0.99,0.2,2.5,55.36,18.33,88.51,2656.31,5.26
2028,Europe,27.71,33.68,16946,4273,1611,1.49,1.31,0.96,3.76,2.07,0.41,0.67,3.15,16.22,27.27,82.83,3241.58,5.59
2028,Asia-Pacific,47.6,18.07,12941,1219,846,2.97,0.66,0.19,3.82,0.91,0.99,0.15,2.05,46.34,12.84,92.46,2860.18,6.59
2024,Europe,49.49,30.13,7697,1912,873,4.95,2.41,0.37,7.73,2.61,0.51,0.64,3.76,51.36,27.2,86.67,3211.43,4.63
2027,South America,40.49,25.07,5485,2030,1390,2.51,0.84,1.45,4.8,1.82,0.65,0.78,3.25,32.29,24.21,82.56,1934.24,6.25
2026,Europe,31.59,25.41,8236,3957,1449,1.26,2.74,1.26,5.26,2.25,0.73,0.58,3.56,32.32,5.35,93.76,2397.3,2.45
2024,North America,14.52,15.43,13106,2236,913,2.52,2.37,1.79,6.68,2.37,0.82,0.7,3.89,41.77,29.38,87.65,4034.69,6.87
2026,Middle East,25.78,23.95,8808,3680,1392,4.37,1.95,1.45,7.77,0.77,0.55,0.76,2.08,73.23,10.37,78.67,2594.5,5.41
2027,Europe,26.78,28.5,16186,4899,1224,1.18,2.5,0.21,3.89,0.55,0.88,0.26,1.69,56.56,19.68,88.55,4809.24,3.71
2025,Middle East,15.87,21.72,19541,4712,1327,4.53,0.24,0.68,5.45,2.69,0.48,0.4,3.57,34.5,21.43,81.36,2907.36,3.61
2027,Europe,45.44,23.85,9631,2847,1004,1.47,1.38,0.96,3.81,0.76,0.76,0.62,2.14,43.83,16.25,72.9,194.59,3.69
2027,Europe,19.44,29.37,13502,1479,1631,2.46,2.31,0.88,5.65,2.92,0.39,0.23,3.54,37.35,27.72,82.83,1758.62,9.96
2025,North America,15.95,25.76,15543,3234,602,0.54,0.9,0.39,1.83,0.88,0.6,0.43,1.91,-4.37,22.94,89.97,4414.67,4.11
2027,Europe,37.36,24.87,15556,2545,917,2.68,1.27,0.38,4.33,0.75,0.7,0.15,1.6,63.05,15.03,83.93,329.43,7.24
2025,Middle East,13.69,31.29,17599,2507,1783,4.96,2.71,1.23,8.9,1.89,0.22,0.78,2.89,67.53,24.46,89.32,929.14,5.82
2027,Europe,13.17,25.45,9158,1286,1348,2.07,0.72,1.69,4.48,0.99,0.26,0.29,1.54,65.62,25.32,79.77,4126.2,8.51
2027,Asia-Pacific,48.8,27.91,12419,2584,1508,2.93,2.81,0.27,6.01,1.99,0.72,0.18,2.89,51.91,15.29,87.72,2383.13,8.32
2028,North America,36.6,26.49,11282,1906,796,3.21,2.0,1.74,6.95,2.33,0.49,0.33,3.15,54.68,14.3,91.54,1555.11,5.99
2027,South America,22.9,21.98,5150,2627,1859,2.96,0.58,0.58,4.12,1.44,0.4,0.45,2.29,44.42,11.86,86.65,432.84,6.76
2026,Middle East,30.79,30.06,6811,4554,1973,3.4,0.23,0.29,3.92,1.6,0.43,0.31,2.34,40.31,28.16,82.45,2412.79,4.98
2026,South America,31.52,33.43,7637,4199,1922,4.52,0.71,1.53,6.76,1.8,0.24,0.36,2.4,64.5,7.63,82.49,4613.62,2.86
2024,North America,41.26,30.5,16133,2805,1964,2.8,2.63,1.43,6.86,2.64,0.75,0.67,4.06,40.82,9.58,89.1,1385.95,9.43
2024,South America,18.57,21.81,9701,2847,1630,3.44,0.28,1.35,5.07,1.04,0.68,0.34,2.06,59.37,5.85,89.71,4425.7,8.27
2024,Asia-Pacific,16.53,21.11,11737,1734,685,4.72,2.57,1.49,8.78,2.15,0.5,0.67,3.32,62.19,16.09,89.18,4625.69,4.45
2028,Europe,38.04,26.91,10462,4233,1522,1.05,1.39,1.52,3.96,2.9,0.94,0.55,4.39,-10.86,28.02,72.68,4544.9,6.33
2026,Asia-Pacific,49.75,15.2,5648,3129,840,3.11,2.56,0.63,6.3,1.49,0.71,0.43,2.63,58.25,5.92,73.63,770.23,6.55
2024,Middle East,15.3,24.82,15073,4159,736,3.07,0.66,0.18,3.91,2.28,0.58,0.8,3.66,6.39,21.98,89.38,4509.89,2.21
2027,Middle East,29.88,32.41,9189,2366,1439,1.13,1.56,1.6,4.29,0.94,0.23,0.74,1.91,55.48,14.64,91.97,4370.28,9.89
2024,South America,29.95,18.1,11935,1723,1890,1.67,0.92,1.78,4.37,0.71,0.88,0.21,1.8,58.81,8.21,73.52,1047.09,8.98
2027,Europe,26.97,30.43,16417,4870,887,4.36,1.08,1.51,6.95,2.37,0.84,0.52,3.73,46.33,17.77,70.38,4989.35,2.15
2027,North America,34.85,19.17,13686,2676,1272,1.37,0.47,1.95,3.79,2.89,0.52,0.74,4.15,-9.5,13.92,89.24,2471.0,5.4
2025,North America,36.39,34.98,17191,3903,604,1.77,1.94,1.09,4.8,2.32,0.21,0.77,3.3,31.25,29.8,73.54,4863.41,2.97
2027,Europe,43.52,16.13,17771,2174,590,4.82,2.41,1.79,9.02,0.92,0.91,0.18,2.01,77.72,7.18,84.82,3452.53,6.15
2026,Asia-Pacific,22.11,15.17,6275,1960,1773,2.44,0.83,1.23,4.5,2.89,0.92,0.53,4.34,3.56,21.56,85.04,2690.68,6.06
2028,North America,42.39,27.23,5384,2470,1693,3.37,0.55,0.64,4.56,1.71,0.45,0.19,2.35,48.46,22.75,82.19,4625.54,6.53
2027,Middle East,30.38,18.26,19678,3357,1315,1.09,1.18,1.3,3.57,1.5,0.65,0.49,2.64,26.05,7.21,92.76,2427.9,6.13
2028,North America,13.62,23.83,18363,3366,785,1.27,0.58,1.22,3.07,1.45,0.7,0.46,2.61,14.98,11.59,78.6,401.88,8.16
2026,Asia-Pacific,20.74,28.84,9305,4558,1061,4.14,1.15,0.89,6.18,1.43,0.42,0.35,2.2,64.4,27.26,83.32,1468.21,5.86
2024,South America,48.5,33.66,8188,3692,937,4.77,0.86,0.86,6.49,2.52,0.31,0.21,3.04,53.16,14.0,73.93,1693.46,9.5
2026,Asia-Pacific,30.24,24.56,7779,4881,1191,3.81,2.41,0.29,6.51,2.59,0.58,0.68,3.85,40.86,8.67,77.4,2635.94,3.86
2024,Middle East,16.6,26.53,8937,1470,1926,3.1,2.11,0.51,5.72,1.13,0.71,0.75,2.59,54.72,20.1,70.91,593.39,5.96
2025,Middle East,48.19,23.16,11968,3966,719,2.78,2.58,1.99,7.35,2.9,0.71,0.61,4.22,42.59,6.35,85.33,841.2,9.27
2025,Europe,14.33,17.78,14733,2815,1788,0.71,1.89,1.43,4.03,1.45,0.31,0.12,1.88,53.35,26.54,76.97,4158.62,8.13
2028,Middle East,31.82,18.98,9646,1968,1882,2.11,2.21,1.14,5.46,1.68,0.44,0.17,2.29,58.06,8.5,91.49,2080.13,4.96
2028,North America,41.12,16.94,14559,2282,1204,4.99,0.41,1.32,6.72,2.68,0.66,0.47,3.81,43.3,22.91,93.94,4757.79,4.79
2026,Europe,28.15,23.09,15824,3824,1810,4.32,2.33,1.33,7.98,1.09,0.52,0.64,2.25,71.8,24.48,88.27,3695.63,4.59
2028,Middle East,37.82,34.26,18897,1290,1121,3.94,1.24,1.41,6.59,1.11,0.73,0.31,2.15,67.37,5.78,90.43,1114.51,3.18
2024,Europe,10.58,29.49,5724,2468,914,4.06,1.21,0.33,5.6,0.63,0.58,0.23,1.44,74.29,20.95,87.98,685.4,7.31
2026,Asia-Pacific,45.25,18.0,8563,3648,1199,4.68,0.27,1.39,6.34,0.99,0.87,0.31,2.17,65.77,17.38,84.58,3780.08,4.35
2024,Asia-Pacific,37.47,23.39,8498,2870,1590,3.03,1.8,1.14,5.97,2.86,0.9,0.46,4.22,29.31,9.8,83.66,2331.02,2.87
2026,Asia-Pacific,14.81,24.74,6261,4980,1632,1.23,2.26,0.32,3.81,2.55,0.23,0.79,3.57,6.3,13.73,81.9,4302.61,8.58
2026,North America,35.56,33.05,6235,3051,1024,4.41,2.1,0.71,7.22,1.61,0.81,0.42,2.84,60.66,16.6,86.98,2438.51,7.74
2025,South America,48.22,20.88,13322,4121,1612,1.57,1.42,1.98,4.97,2.33,0.87,0.35,3.55,28.57,17.09,92.5,176.87,6.55
2027,Middle East,17.51,25.33,10589,4733,1714,3.65,0.49,1.2,5.34,0.51,0.93,0.45,1.89,64.61,14.77,88.74,466.28,8.16
2026,South America,31.72,29.08,10078,4561,1806,4.81,2.49,0.27,7.57,1.28,0.93,0.25,2.46,67.5,18.78,90.69,1346.05,5.39
2024,Europe,21.62,29.71,13526,4085,1275,1.29,1.39,0.7,3.38,1.82,0.93,0.19,2.94,13.02,21.48,86.11,2810.73,2.71
2025,North America,40.99,30.34,5661,4377,1229,2.8,0.95,1.35,5.1,2.12,0.4,0.69,3.21,37.06,29.86,70.39,1283.99,2.07
2027,South America,48.56,17.71,19952,1366,1190,3.41,0.85,1.07,5.33,2.89,0.47,0.33,3.69,30.77,10.22,78.08,4182.8,9.61
2027,Europe,12.03,32.0,6310,1453,1274,4.13,0.73,0.61,5.47,1.67,0.4,0.15,2.22,59.41,20.38,75.93,3752.34,7.34
2025,Middle East,34.36,22.49,12343,4158,1222,1.56,1.23,0.38,3.17,1.85,0.75,0.58,3.18,-0.32,16.87,79.38,4199.57,8.19
2026,Middle East,17.19,24.72,16281,1145,1384,2.98,2.23,0.63,5.84,2.14,0.61,0.76,3.51,39.9,20.58,72.86,4860.29,6.86
2028,North America,14.82,18.16,13130,1195,1315,2.19,2.92,0.99,6.1,2.7,0.91,0.18,3.79,37.87,23.96,79.44,2527.77,9.7
2025,Asia-Pacific,32.41,15.77,12476,4542,1969,1.5,0.79,1.79,4.08,1.46,0.82,0.56,2.84,30.39,22.06,76.21,163.06,4.57
2025,North America,22.18,31.7,19726,2313,1281,2.06,2.51,1.08,5.65,2.26,0.4,0.46,3.12,44.78,9.25,78.4,366.18,8.87
2025,South America,48.88,22.32,11145,3235,1272,4.55,1.64,1.49,7.68,1.54,0.72,0.54,2.8,63.54,10.32,74.74,1390.39,9.76
2028,Europe,11.73,16.42,7667,2381,907,0.86,0.79,1.09,2.74,2.15,0.32,0.36,2.83,-3.28,26.68,80.14,1581.18,9.88
2028,North America,35.39,32.35,9906,2297,1998,1.41,1.88,1.65,4.94,0.87,0.82,0.56,2.25,54.45,25.87,93.29,3329.48,5.7
2024,Asia-Pacific,33.92,22.16,6743,3314,1534,4.19,1.2,0.48,5.87,1.44,0.47,0.78,2.69,54.17,16.32,71.46,4753.56,4.97
2025,Asia-Pacific,45.41,19.07,15146,1114,1532,2.33,0.88,1.47,4.68,2.85,0.53,0.61,3.99,14.74,29.42,92.59,2607.09,4.28
2027,South America,48.86,20.98,16537,4450,1789,2.72,0.47,0.79,3.98,2.94,0.5,0.12,3.56,10.55,16.3,71.47,2507.78,7.08
2026,North America,35.78,30.74,11316,1927,614,2.32,2.89,0.59,5.8,1.5,0.63,0.59,2.72,53.1,7.42,83.26,4829.81,6.05
2024,Asia-Pacific,22.73,15.3,13244,4742,572,1.15,0.38,0.84,2.37,2.93,0.71,0.69,4.33,-82.7,7.72,89.05,4139.84,8.05
2026,South America,10.27,27.29,19768,3456,760,1.63,2.99,1.66,6.28,1.85,0.55,0.22,2.62,58.28,9.59,93.87,451.0,7.18
2025,South America,13.51,16.89,17422,3068,1115,2.54,0.29,1.14,3.97,2.97,0.21,0.22,3.4,14.36,5.58,82.3,1691.95,2.18
2024,Middle East,32.53,19.08,16807,4960,1328,3.9,1.95,0.66,6.51,1.09,0.77,0.33,2.19,66.36,24.54,80.22,3201.77,7.43
2024,South America,40.7,19.36,19356,3736,1080,0.88,0.84,1.7,3.42,2.17,0.98,0.54,3.69,-7.89,21.2,85.95,3489.19,4.49
2024,Asia-Pacific,22.57,33.32,18778,2248,602,4.37,0.69,1.83,6.89,1.31,0.77,0.5,2.58,62.55,9.18,92.87,1064.03,3.14
2028,Middle East,45.28,30.9,15609,2841,1689,1.07,0.94,0.33,2.34,1.37,0.49,0.34,2.2,5.98,23.42,91.13,4055.66,2.01
2025,Middle East,46.89,15.78,13223,4024,1198,3.92,2.25,0.99,7.16,1.84,0.87,0.76,3.47,51.54,15.46,73.04,2361.99,3.66
2027,Asia-Pacific,42.64,32.34,14950,3581,769,4.23,1.36,1.94,7.53,1.75,0.81,0.25,2.81,62.68,17.0,91.21,3466.82,2.1
2025,South America,19.53,26.6,16564,2613,1453,2.47,1.41,1.34,5.22,0.6,0.92,0.41,1.93,63.03,8.04,92.37,4129.6,6.21
2026,Asia-Pacific,27.24,26.08,7424,1565,959,4.16,1.11,1.23,6.5,0.69,0.31,0.6,1.6,75.38,28.36,71.63,3073.23,9.94
2024,Europe,10.48,22.64,13382,2793,1520,0.93,1.11,1.28,3.32,2.68,0.91,0.18,3.77,-13.55,27.89,70.16,4429.79,3.65
2028,Europe,49.21,16.18,7669,4253,812,2.68,0.94,0.43,4.05,1.3,0.99,0.28,2.57,36.54,18.64,89.0,2740.36,6.8
2026,Europe,29.65,28.41,18781,3088,587,0.54,0.77,0.9,2.21,2.34,0.33,0.18,2.85,-28.96,16.37,71.81,4069.8,8.17
2024,Europe,22.77,20.46,15293,3387,1255,0.69,0.86,0.23,1.78,0.6,0.7,0.25,1.55,12.92,28.94,82.94,1172.2,6.12
2024,Asia-Pacific,23.02,18.01,6520,3583,1567,1.21,0.83,1.26,3.3,1.39,0.29,0.71,2.39,27.58,22.63,85.34,4618.53,3.68
2026,Asia-Pacific,12.76,15.36,10121,3073,1196,3.39,2.77,1.66,7.82,1.1,0.73,0.59,2.42,69.05,6.16,87.62,3158.68,9.96
2024,Europe,34.33,26.89,14858,4581,1299,2.3,2.04,0.46,4.8,0.62,0.81,0.58,2.01,58.13,20.88,72.73,970.47,7.48
2024,Europe,22.05,18.34,9436,3338,1449,0.79,2.51,1.94,5.24,0.8,0.67,0.12,1.59,69.66,8.4,89.24,111.13,5.43
2024,South America,10.86,16.23,5565,1030,593,4.94,2.76,1.71,9.41,2.04,0.84,0.61,3.49,62.91,10.22,75.28,4011.91,4.87
2027,South America,25.57,24.28,18069,3695,1448,4.2,0.69,0.23,5.12,2.7,0.28,0.56,3.54,30.86,6.52,83.07,1456.81,4.54
2027,Europe,15.65,19.89,11220,3368,701,3.77,1.88,0.54,6.19,2.43,0.78,0.12,3.33,46.2,24.32,78.01,2488.47,8.54
2028,South America,34.93,24.28,7796,2205,1578,4.38,1.56,1.41,7.35,1.72,0.6,0.29,2.61,64.49,7.94,92.83,3222.35,4.27
2024,Asia-Pacific,27.51,17.1,19610,2982,640,1.83,0.9,1.87,4.6,2.32,0.96,0.23,3.51,23.7,15.68,92.48,1820.69,2.11
2026,Asia-Pacific,13.83,15.57,17390,4129,708,4.62,1.03,1.65,7.3,2.72,0.35,0.26,3.33,54.38,18.91,89.76,1964.22,2.02
2024,Asia-Pacific,30.73,31.81,11671,2578,1417,0.95,1.65,0.32,2.92,2.65,0.82,0.32,3.79,-29.79,7.37,76.87,3339.04,5.22
2024,South America,41.06,30.78,15118,1731,1980,2.01,1.76,1.94,5.71,2.6,0.72,0.77,4.09,28.37,18.62,90.47,688.28,6.34
2028,Europe,23.67,29.43,8525,2899,1763,3.93,2.43,1.08,7.44,2.65,0.79,0.2,3.64,51.08,18.83,88.71,2220.15,6.14
2025,North America,44.76,24.51,12832,1488,1785,1.23,0.43,1.76,3.42,2.8,0.65,0.72,4.17,-21.93,5.25,72.6,1145.26,3.41
2027,Asia-Pacific,15.2,26.05,6331,4204,784,1.11,0.64,0.19,1.94,2.44,0.86,0.32,3.62,-86.6,25.49,80.83,134.63,2.64
2024,Middle East,26.68,34.27,10708,3327,691,1.62,1.96,1.05,4.63,1.44,0.77,0.54,2.75,40.6,13.39,76.9,3871.91,8.31
2024,Middle East,49.5,33.75,18856,1936,1005,4.19,2.67,1.33,8.19,1.87,0.65,0.23,2.75,66.42,21.27,82.71,4807.5,3.7
2027,Middle East,24.62,33.4,17055,2433,776,2.51,1.96,1.79,6.26,1.06,0.31,0.49,1.86,70.29,16.28,86.1,4728.55,3.73
2027,Asia-Pacific,48.86,21.3,8329,2771,697,2.66,0.53,0.5,3.69,2.12,0.85,0.45,3.42,7.32,28.56,80.48,1607.73,6.67
2028,North America,47.74,18.5,7631,3174,689,3.81,1.24,1.54,6.59,1.17,0.8,0.64,2.61,60.39,24.03,73.44,2036.24,3.49
2028,Europe,28.22,24.02,7022,2216,1761,4.71,2.47,0.11,7.29,1.43,0.83,0.18,2.44,66.53,17.84,78.85,945.68,7.98
2024,North America,49.82,17.7,17088,1768,1750,0.69,1.99,1.53,4.21,1.54,1.0,0.63,3.17,24.7,18.5,94.2,3909.2,4.01
2024,North America,38.0,27.06,8627,3723,1596,2.5,1.09,0.42,4.01,2.27,0.89,0.64,3.8,5.24,19.21,84.59,1686.31,5.34
2026,North America,28.08,33.16,13856,3696,1582,1.72,0.57,0.12,2.41,2.33,0.5,0.61,3.44,-42.74,16.73,89.63,2622.32,3.59
2027,Asia-Pacific,36.61,26.08,18980,1902,1748,1.58,1.89,1.66,5.13,2.7,0.35,0.69,3.74,27.1,27.47,76.43,949.57,6.75
2028,South America,46.9,30.67,15219,4841,1463,0.67,2.13,1.36,4.16,0.79,0.74,0.45,1.98,52.4,10.5,89.37,1399.65,7.56
2026,North America,46.36,20.78,7843,4395,1799,4.12,2.02,0.34,6.48,1.99,0.27,0.35,2.61,59.72,24.67,79.88,4341.68,3.52
2028,North America,23.63,34.71,11425,4063,1131,0.89,1.64,1.65,4.18,1.22,0.64,0.56,2.42,42.11,12.8,84.47,230.36,7.82
2024,Middle East,40.04,23.43,7419,4159,1134,1.26,1.82,0.32,3.4,1.02,0.86,0.56,2.44,28.24,17.41,91.42,3348.95,5.49
2028,North America,10.68,21.6,7445,4830,1859,1.11,0.22,1.34,2.67,2.26,0.41,0.4,3.07,-14.98,22.07,75.46,774.23,8.14
2026,South America,13.06,20.42,9007,1685,1210,3.65,1.12,1.47,6.24,0.83,0.26,0.6,1.69,72.92,21.39,89.93,2057.76,3.01
2028,North America,13.47,23.3,18357,3540,1021,2.66,0.71,1.82,5.19,2.92,0.53,0.16,3.61,30.44,9.09,90.54,563.97,7.43
2027,North America,26.71,29.41,7497,3250,1423,3.83,0.85,1.88,6.56,1.7,0.36,0.36,2.42,63.11,5.43,71.07,3278.73,3.97
2024,Asia-Pacific,18.2,20.57,18383,2124,1446,2.74,1.51,0.62,4.87,0.97,0.28,0.53,1.78,63.45,6.54,82.14,923.39,5.87
2028,South America,11.52,31.63,19691,1549,890,4.07,2.61,0.53,7.21,0.72,0.4,0.34,1.46,79.75,16.68,70.63,915.54,8.96
2025,North America,27.95,23.69,18692,1502,1767,1.48,1.66,0.48,3.62,2.4,0.67,0.69,3.76,-3.87,24.21,76.16,3470.27,6.66
2024,Asia-Pacific,14.96,21.35,8141,2418,1154,1.9,1.28,0.93,4.11,0.57,0.58,0.65,1.8,56.2,5.04,89.83,2513.88,5.69
2028,Europe,20.79,32.19,6022,4630,1135,3.59,2.25,1.67,7.51,2.59,0.83,0.49,3.91,47.94,18.0,70.28,399.09,3.28
2026,Asia-Pacific,39.4,17.39,12324,3686,1543,1.53,2.68,1.34,5.55,1.63,0.71,0.47,2.81,49.37,7.09,76.58,3001.25,8.21
2025,Europe,36.41,22.97,11394,2023,956,3.79,2.43,0.45,6.67,1.38,0.3,0.47,2.15,67.77,6.65,73.9,4108.86,5.21
2028,Asia-Pacific,40.23,27.76,16524,2984,1234,0.58,1.27,0.3,2.15,0.9,0.25,0.68,1.83,14.88,11.18,85.48,1172.06,9.89
2027,Europe,13.52,24.26,12700,3977,724,2.16,2.91,0.45,5.52,1.47,0.77,0.38,2.62,52.54,18.18,90.39,2033.0,9.47
2028,Asia-Pacific,24.97,22.95,12482,1988,1194,0.91,2.53,1.61,5.05,2.26,0.62,0.27,3.15,37.62,7.7,91.9,4670.74,2.71
2028,Middle East,13.43,22.71,8343,4601,1084,1.43,1.9,1.1,4.43,2.63,0.24,0.36,3.23,27.09,20.67,88.2,2045.72,5.99
2026,Europe,20.32,18.92,6661,2283,1027,2.44,0.62,0.31,3.37,2.57,0.22,0.4,3.19,5.34,6.25,73.98,824.48,2.9
2024,Middle East,23.58,26.68,14582,2522,1730,3.46,0.61,0.42,4.49,2.87,0.54,0.61,4.02,10.47,10.67,86.56,4468.55,5.4
2027,Asia-Pacific,39.21,15.22,7214,3210,1917,3.78,0.29,1.01,5.08,1.05,0.73,0.78,2.56,49.61,26.96,91.64,4506.41,9.76
2026,Europe,33.64,27.97,9938,3983,1089,3.91,2.39,1.01,7.31,1.0,0.28,0.58,1.86,74.56,16.66,86.76,737.21,4.41
2027,Middle East,43.64,21.08,11829,4413,561,2.77,2.33,0.29,5.39,1.75,0.45,0.77,2.97,44.9,17.33,88.47,161.13,9.14
2028,Asia-Pacific,24.73,33.34,6985,4246,704,3.32,0.2,0.23,3.75,2.34,0.64,0.38,3.36,10.4,6.59,73.28,1771.91,2.32
2024,Asia-Pacific,37.21,21.19,17773,2196,1886,0.62,0.21,1.99,2.82,0.66,0.68,0.76,2.1,25.53,14.72,91.72,3718.37,6.48
2024,Asia-Pacific,30.83,15.01,11316,4272,1594,1.94,2.55,1.17,5.66,2.21,0.63,0.73,3.57,36.93,10.21,88.91,1120.35,7.2
2027,South America,36.23,24.66,13944,1442,1704,4.37,2.25,0.83,7.45,0.81,0.53,0.7,2.04,72.62,12.56,82.21,764.59,5.11
2028,Asia-Pacific,43.19,31.6,11897,2375,669,2.83,1.9,1.25,5.98,2.66,0.29,0.52,3.47,41.97,10.3,70.23,2582.27,8.86
2024,Asia-Pacific,31.53,18.65,7443,2668,1577,1.94,0.58,0.23,2.75,0.87,0.46,0.37,1.7,38.18,5.37,73.49,1545.68,3.4
2027,Asia-Pacific,43.06,34.68,18483,1824,1517,4.04,2.52,1.38,7.94,1.55,0.73,0.47,2.75,65.37,10.22,79.61,1530.01,3.26
2027,North America,19.79,25.72,7806,3230,1104,0.93,2.01,0.7,3.64,1.51,0.79,0.11,2.41,33.79,11.78,85.63,350.45,6.17
2026,Asia-Pacific,10.95,34.95,13642,1872,1378,1.78,2.49,0.41,4.68,2.98,0.67,0.58,4.23,9.62,18.7,82.35,941.81,5.02
2025,Asia-Pacific,22.2,33.08,18046,1341,1692,1.14,2.34,1.5,4.98,2.33,0.71,0.56,3.6,27.71,26.13,93.6,3982.2,9.85
